"","cell_id","group"
"acinogni-1","acinogni-1","Unk"
"acjaifcj-1","acjaifcj-1","B"
"acjandae-1","acjandae-1","Unk"
"acjbaeli-1","acjbaeli-1","Unk"
"acjbenjf-1","acjbenjf-1","Unk"
"acjbhmpf-1","acjbhmpf-1","Fibro"
"acjcfeec-1","acjcfeec-1","Unk"
"acjdgnpb-1","acjdgnpb-1","Mono_MP"
"acjfdhff-1","acjfdhff-1","Granulo"
"acjfegnl-1","acjfegnl-1","Unk"
"acjhjidm-1","acjhjidm-1","Unk"
"acjikomc-1","acjikomc-1","Unk"
"acjilnik-1","acjilnik-1","Unk"
"acjklplp-1","acjklplp-1","Unk"
"acjlfbbf-1","acjlfbbf-1","Ery"
"acjmcbhm-1","acjmcbhm-1","Mono_MP"
"acjoihmd-1","acjoihmd-1","Granulo"
"acjplbgd-1","acjplbgd-1","T_NK"
"ackaamei-1","ackaamei-1","Unk"
"ackdabob-1","ackdabob-1","Ery"
"ackdaeng-1","ackdaeng-1","Unk"
"ackdomhm-1","ackdomhm-1","Unk"
"ackgbppm-1","ackgbppm-1","Unk"
"ackhjeoc-1","ackhjeoc-1","T_NK"
"ackiajll-1","ackiajll-1","Unk"
"ackkbbba-1","ackkbbba-1","Unk"
"acklfffe-1","acklfffe-1","Unk"
"acklfjmi-1","acklfjmi-1","Unk"
"ackmpeid-1","ackmpeid-1","Unk"
"ackofnap-1","ackofnap-1","Ery"
"ackojpom-1","ackojpom-1","Ery"
"aclacjci-1","aclacjci-1","Unk"
"aclalnnb-1","aclalnnb-1","PC"
"aclbbkmd-1","aclbbkmd-1","Unk"
"aclbjinn-1","aclbjinn-1","Unk"
"acldjchh-1","acldjchh-1","Unk"
"aclhjkjf-1","aclhjkjf-1","Unk"
"aclioihd-1","aclioihd-1","Unk"
"aclkkpld-1","aclkkpld-1","Ery"
