cell_id,group
lnecijme-1,AEC
lnecofbh-1,SEC
lneegomo-1,HSC
lnegfhho-1,Fibro-MSC
lnegmgkl-1,SEC
lnehbcah-1,THY1+ MSC
lneigcpl-1,Ba/Eo/Ma
lnemcbmb-1,Late Myeloid
lnempjgd-1,AEC
lnepaebn-1,Early Myeloid Progenitor
lnephboh-1,CD8+ T-Cell
lnepipok-1,Osteoblast
lnfagcgp-1,Adipo-MSC
lnfbpoig-1,Plasma Cell
lnfcdgfk-1,CLP
lnfdnioh-1,Ba/Eo/Ma
lnfhadio-1,CLP
lnfhbjae-1,Pre-B
lnfiejmc-1,CD8+ T-Cell
lnfjdfpb-1,VSMC
lnflaijp-1,Plasma Cell
lnflmdid-1,CD4+ T-Cell
lnfmdckm-1,Plasma Cell
lnfmdned-1,Cycling HSPC
lnfoglid-1,MEP
lnfoheak-1,pDC
lngadlbd-1,CD4+ T-Cell
lngbblhc-1,Pre-Pro B
lngblboe-1,Adipo-MSC
lngcjjpl-1,GMP
lngdoahh-1,HSC
lngeflbm-1,HSC
lngfmplg-1,MEP
lnghfahd-1,CD4+ T-Cell
lnghhpej-1,THY1+ MSC
lngjmkma-1,VSMC
lngkfjbc-1,Osteoblast
lnglmmci-1,Fibro-MSC
lnglojlp-1,CD8+ T-Cell
lngmdmai-1,THY1+ MSC
lngmledk-1,Osteoblast
lngmojcn-1,Osteoblast
lngnbhda-1,Adipo-MSC
lngnmhjh-1,Cycling HSPC
lnhafcjb-1,Osteo-MSC
lnhbamfm-1,MEP
lnhcchnn-1,HSC
lnhdekmg-1,CD4+ T-Cell
lnhdogah-1,Cycling HSPC
lnhedkpl-1,Pro-B
lnhffmpf-1,CD4+ T-Cell
lnhgcahp-1,Adipo-MSC
lnhgjkcn-1,GMP
lnhhbbdj-1,Osteoblast
lnhhloib-1,THY1+ MSC
lnhioaon-1,Ba/Eo/Ma
lnhipcal-1,Neutrophil
lnhjogfc-1,Monocyte
lnhkngmg-1,Macrophages
lnialpbj-1,CLP
lniamnao-1,AEC
lnibikdo-1,Monocyte
lnikangb-1,Plasma Cell
lniledlp-1,Osteo-MSC
lnilpaed-1,Macrophages
lnimdlgg-1,THY1+ MSC
lninninm-1,Fibro-MSC
lniobfkc-1,Plasma Cell
lniobhno-1,Ba/Eo/Ma
lnioloml-1,Ba/Eo/Ma
lnionemk-1,Plasma Cell
lnioopdp-1,Adipo-MSC
lnjapfkm-1,Plasma Cell
lnjbhgol-1,Pro-B
lnjcaenn-1,Fibro-MSC
lnjdiiae-1,HSC
lnjfkahc-1,Fibro-MSC
lnjgmbfo-1,Osteo-MSC
lnjgnjlp-1,HSC
lnjilnhm-1,HSC
lnjinifb-1,Osteoblast
lnjkdolh-1,AEC
lnjlikmb-1,SEC
lnjlkahj-1,Cycling HSPC
lnjlkhhe-1,SEC
lnjmekam-1,Adipo-MSC
lnjnaehk-1,Pro-B
lnjnjplo-1,APOD+ MSC
lnjodblc-1,Osteoblast
lnjoeinj-1,Osteoblast
lnjpadlp-1,Fibro-MSC
lnkbeoen-1,CD4+ T-Cell
lnkdbojl-1,CD4+ T-Cell
lnkdjpno-1,THY1+ MSC
lnkdojan-1,Adipo-MSC
lnkfnjfa-1,Cycling HSPC
lnkgkgnj-1,Adipo-MSC
lnkhlnpc-1,Plasma Cell
lnkhnefo-1,GMP
lnkjifln-1,Neutrophil
lnkkcoja-1,Plasma Cell
lnkkokaa-1,THY1+ MSC
lnknennk-1,HSC
lnkoeeld-1,Megakaryocyte
lnkokhba-1,Early Myeloid Progenitor
lnkpklmf-1,Pre-B
lnkpnlij-1,Plasma Cell
lnlbakkl-1,GMP
lnlchgfn-1,CD8+ T-Cell
lnlefmfn-1,CD8+ T-Cell
lnlekcac-1,Ba/Eo/Ma
lnlflcpd-1,Plasma Cell
lnlknojf-1,Pre-B
lnlmndij-1,CLP
lnlnfhpa-1,GMP
lnmaooli-1,Cycling HSPC
lnmbfnjm-1,SEC
lnmbjcdb-1,Plasma Cell
lnmfepbf-1,Erythroblast
lnmfglii-1,Late Myeloid
lnmhjfdg-1,Late Myeloid
lnmlejgc-1,Late Myeloid
lnmloodk-1,Late Myeloid
lnmlpppi-1,Late Myeloid
lnmnaekj-1,Late Myeloid
lnmnfana-1,Pre-B
lnmnfkjo-1,THY1+ MSC
lnmonhnd-1,Pre-Pro B
lnmphkkf-1,Ba/Eo/Ma
lnnaaipc-1,pDC
lnnabmal-1,RBC
lnnadkdb-1,Mature B
lnnbimfd-1,Late Myeloid
lnngggbh-1,Cycling HSPC
lnnjpccc-1,Pro-B
lnnlfbnk-1,GMP
lnnlpidm-1,Plasma Cell
lnnnonpb-1,Early Myeloid Progenitor
lnnpkhjc-1,Cycling HSPC
lnoaphmi-1,Pre-B
lnodeimc-1,Adipo-MSC
lnodkjig-1,Plasma Cell
lnodpgko-1,Pro-B
lnofbdmg-1,GMP
lnohikgi-1,Osteo-MSC
lnoipaom-1,Early Myeloid Progenitor
lnojjbcn-1,CD8+ T-Cell
lnojppod-1,Neutrophil
lnomldbe-1,Late Erythroid
lnoondhc-1,Megakaryocyte
lnopbmid-1,MEP
lnpabgln-1,Pre-Pro B
lnpcolem-1,Late Erythroid
lnpegngb-1,Osteo-MSC
lnpfamke-1,Early Myeloid Progenitor
lnpgpdno-1,GMP
lnphpglp-1,GMP
lnpjenhm-1,Monocyte
lnpjlahk-1,Pre-Pro B
lnpjnpng-1,Plasma Cell
lnpkebcb-1,Plasma Cell
lnpljkdc-1,RBC
lnpncmfd-1,Late Erythroid
lnpooink-1,Fibro-MSC
lnppbcoo-1,RBC
lnppcgal-1,Early Myeloid Progenitor
lnppdhoa-1,Osteo-MSC
lnppedjh-1,Neutrophil
lnpphpjl-1,Plasma Cell
loaachfl-1,Megakaryocyte
loadnalo-1,Neutrophil
loaeljmp-1,Mature B
loahocha-1,Late Erythroid
loaidfjd-1,Late Myeloid
loaiemgd-1,Pre-Pro B
loajcmmi-1,CD4+ T-Cell
loajopoe-1,RBC
loalbdjd-1,RBC
loalnehg-1,Late Myeloid
loalphan-1,Pre-B
loanckgp-1,Neutrophil
loapgdnd-1,Late Erythroid
loapidlh-1,Adipo-MSC
lobbedhk-1,Osteoblast
lobbkhgj-1,GMP
lobbmmkc-1,Early Myeloid Progenitor
lobcipii-1,Late Myeloid
lobcpacf-1,Early Myeloid Progenitor
lobehmko-1,Adipo-MSC
lobgilbo-1,Late Myeloid
lobjjafd-1,Late Myeloid
lobokeif-1,Osteoblast
loboloeg-1,Early Myeloid Progenitor
lobompkn-1,Osteo-MSC
locbmjhm-1,Late Myeloid
loccoekm-1,Pre-B
locdlloc-1,Early Myeloid Progenitor
locdodgh-1,Osteoblast
locfojnn-1,Neutrophil
locgjigm-1,HSC
locicfho-1,Late Myeloid
locjndlc-1,Late Myeloid
loclpdjb-1,Adipo-MSC
locmhmfd-1,MEP
locncmim-1,GMP
locoejaa-1,Neutrophil
lodambei-1,CD8+ T-Cell
lodcfmmo-1,GMP
loddgogj-1,CD8+ T-Cell
lodeokhn-1,Late Myeloid
lodfcmfj-1,CD8+ T-Cell
lodgfdpo-1,Plasma Cell
lodjaknf-1,GMP
lodjbnlp-1,Pro-B
lodkanhj-1,Plasma Cell
lodkghib-1,Neutrophil
lodkjdil-1,MEP
lodkpjbn-1,GMP
lodllogk-1,pDC
lodngkjf-1,GMP
lodnmaed-1,Late Myeloid
lodojkfp-1,Mature B
lodphbco-1,Ba/Eo/Ma
lodpjlpk-1,Plasma Cell
loeakdoj-1,Adipo-MSC
loehbkei-1,Late Myeloid
loehfjnp-1,Megakaryocyte
loeicncm-1,Late Erythroid
loekhdig-1,Neutrophil
loeljikc-1,Neutrophil
loelknko-1,Plasma Cell
loenhjdh-1,THY1+ MSC
loeobkcj-1,Late Myeloid
loeojdba-1,GMP
loepiaao-1,GMP
lofaedhh-1,Early Myeloid Progenitor
lofbjlal-1,Cycling HSPC
lofbjocj-1,RBC
lofcflbg-1,Late Myeloid
lofeaigg-1,Late Myeloid
loffcaam-1,Late Myeloid
loffggcj-1,Adipo-MSC
loffkban-1,Late Myeloid
loffpbgp-1,GMP
lofganlb-1,Early Myeloid Progenitor
lofgniha-1,Early Myeloid Progenitor
lofgnoon-1,Pre-Pro B
loflpibf-1,Early Myeloid Progenitor
lofmbpkn-1,Late Myeloid
lofnddhd-1,Late Myeloid
lofocdlc-1,APOD+ MSC
lofpokoc-1,Plasma Cell
logabjma-1,RBC
logaopch-1,CLP
logblldi-1,SEC
logcilek-1,MEP
logglmpf-1,THY1+ MSC
loghfcbn-1,Pre-B
lognmeka-1,THY1+ MSC
logocfeo-1,THY1+ MSC
logooklc-1,CD4+ T-Cell
logpnolp-1,Osteo-MSC
lohaahde-1,Osteo-MSC
lohbgfbc-1,VSMC
lohdifbf-1,Early Myeloid Progenitor
lohdlmol-1,Late Myeloid
lohdnkmd-1,Mature B
lohecfeg-1,Pro-B
loheegge-1,Mature B
lohfiebg-1,Late Myeloid
lohfmjep-1,Early Myeloid Progenitor
lohgicgi-1,GMP
lohihhln-1,Plasma Cell
lohindcm-1,Late Myeloid
lohkpono-1,Plasma Cell
lohoiapc-1,Early Myeloid Progenitor
loicflbm-1,Osteo-MSC
loicljeh-1,Early Myeloid Progenitor
loidjimc-1,Pre-B
loigdfpk-1,Osteo-MSC
loighfhb-1,Late Myeloid
loihcldl-1,GMP
loijjhom-1,Neutrophil
loijneio-1,Late Myeloid
loikamhn-1,Cycling HSPC
loilplnm-1,CD4+ T-Cell
loimglfo-1,CD4+ T-Cell
loimhife-1,Neutrophil
loimnhce-1,Late Myeloid
lojbomnh-1,Osteoblast
lojccake-1,SEC
lojcnicc-1,AEC
lojddiie-1,pDC
lojdehha-1,VSMC
lojdfpfp-1,SEC
lojdolpk-1,VSMC
lojendmn-1,GMP
lojficgo-1,Neutrophil
lojfikpn-1,VSMC
lojgkfff-1,Early Myeloid Progenitor
lojhbbgi-1,Early Myeloid Progenitor
lojhhklh-1,GMP
lojhlhhc-1,Early Myeloid Progenitor
lojipjji-1,Cycling HSPC
lojjdhkb-1,Early Myeloid Progenitor
lojnabdc-1,Pre-Pro B
lojnhmhh-1,GMP
lojomcbm-1,Early Myeloid Progenitor
lojomieg-1,Plasma Cell
lokafhgn-1,GMP
lokakmjp-1,CD4+ T-Cell
lokbamop-1,GMP
lokbcpek-1,THY1+ MSC
lokckccb-1,CD8+ T-Cell
lokcokkp-1,Pre-B
lokdlgld-1,Neutrophil
lokgajhj-1,Pre-B
lokiiphp-1,Megakaryocyte
lokjaonh-1,Plasma Cell
lokkckcd-1,Osteo-MSC
lokngmhh-1,Neutrophil
lokomhge-1,Late Myeloid
loldbiij-1,Late Erythroid
lolffjdo-1,Osteoblast
lolfjkph-1,THY1+ MSC
lolhmlfe-1,Late Myeloid
loliefba-1,RBC
lolieiec-1,GMP
lolilhoc-1,Late Myeloid
loljcfmb-1,AEC
loljnkmc-1,GMP
lollggpl-1,Plasma Cell
lologfic-1,Early Myeloid Progenitor
lolpkdmg-1,Late Myeloid
lomadbnd-1,THY1+ MSC
lomaefln-1,Adipo-MSC
lomancgn-1,Early Myeloid Progenitor
lombeljj-1,RBC
lombfdpk-1,RBC
lomcbaie-1,Monocyte
lomfekip-1,Ba/Eo/Ma
lomgddjj-1,HSC
lomhoafa-1,Adipo-MSC
lomkofge-1,Neutrophil
lommmhek-1,Late Myeloid
lomohfca-1,HSC
lomoppgp-1,RBC
lompmjjo-1,CD8+ T-Cell
lonagdoc-1,Monocyte
lonbpnkj-1,Plasma Cell
londenne-1,Plasma Cell
lonekabp-1,SEC
lonhcccg-1,HSC
lonhgokk-1,RBC
lonjafbl-1,Monocyte
lonjiili-1,CD4+ T-Cell
lonjjdef-1,Ba/Eo/Ma
lonjjemm-1,RBC
lonljbee-1,THY1+ MSC
lonmlnmc-1,Monocyte
lonpeikn-1,Late Myeloid
loodafgf-1,Neutrophil
loodpgeg-1,THY1+ MSC
loohjbci-1,Late Myeloid
loojaijk-1,Late Myeloid
looonokk-1,Plasma Cell
lopbgljf-1,Fibro-MSC
lopbnckh-1,Plasma Cell
lopcadbj-1,Late Myeloid
lopcadgj-1,Late Myeloid
lopcjjll-1,Macrophages
lopdacmf-1,Monocyte
lopdemde-1,Ba/Eo/Ma
lopeghhp-1,Late Myeloid
lophjgdd-1,VSMC
lopjhien-1,Early Myeloid Progenitor
lopklgph-1,GMP
lopmbdjd-1,VSMC
lopmdgpb-1,Pre-Pro B
lopmfbfh-1,Early Myeloid Progenitor
lopmpapm-1,Plasma Cell
lopnbnnf-1,Late Myeloid
loppikpg-1,Early Myeloid Progenitor
loppkjkn-1,Cycling HSPC
lpaacmem-1,Early Myeloid Progenitor
lpaalcbo-1,Osteo-MSC
lpacekpg-1,Pro-B
lpaciohb-1,Early Myeloid Progenitor
lpacmlpj-1,Early Myeloid Progenitor
lpadnpcn-1,GMP
lpafadkd-1,Osteo-MSC
lpafdcmn-1,Pre-Pro B
lpagbdhj-1,Early Myeloid Progenitor
lpaggmnp-1,RBC
lpagjdod-1,Early Myeloid Progenitor
lpahfcji-1,Early Myeloid Progenitor
lpaidiam-1,Ba/Eo/Ma
lpajmokm-1,GMP
lpakcbjp-1,Adipo-MSC
lpaleeob-1,Fibro-MSC
lpamnkbf-1,GMP
lpaolpcd-1,Pre-B
lpbammgm-1,Late Myeloid
lpbbigfl-1,MEP
lpbbmbje-1,Early Myeloid Progenitor
lpbdkeme-1,Late Myeloid
lpbdknde-1,GMP
lpbhfijf-1,GMP
lpbhobmn-1,Cycling HSPC
lpbnpokp-1,Erythroblast
lpbpclbp-1,Erythroblast
lpcbjhee-1,SEC
lpcbjkib-1,THY1+ MSC
lpccmibm-1,GMP
lpcekcin-1,Neutrophil
lpckfeep-1,Late Myeloid
lpckfkfk-1,Plasma Cell
lpcoacae-1,RBC
lpcoccah-1,RBC
lpcodpkm-1,RBC
lpdabndi-1,Erythroblast
lpdaeeai-1,GMP
lpdampif-1,Osteoblast
lpdbgjaa-1,CD8+ T-Cell
lpdbpcfl-1,GMP
lpdcoedi-1,Adipo-MSC
lpdhbjbd-1,Osteo-MSC
lpdjohcb-1,Osteoblast
lpdkigig-1,Osteoblast
lpdlpddn-1,Osteoblast
lpdokibe-1,Late Myeloid
lpdpeeoo-1,Osteo-MSC
lpeboapb-1,Osteoblast
lpedpjdh-1,Osteoblast
lpefkbdb-1,Pre-B
lpehaonb-1,AEC
lpehfhho-1,Osteoblast
lpejadbo-1,Osteoblast
lpenhkjn-1,Pre-B
lpeolomi-1,Plasma Cell
lpepfchg-1,Early Myeloid Progenitor
lpfabhkd-1,Pre-Pro B
lpfbhdne-1,GMP
lpfbolie-1,Pre-Pro B
lpfcikde-1,GMP
lpffgpab-1,Osteoblast
lpfgicmb-1,Fibro-MSC
lpfglnmo-1,Early Myeloid Progenitor
lpfiidpn-1,VSMC
lpfijnei-1,Late Myeloid
lpfjmcll-1,Early Myeloid Progenitor
lpfknhoa-1,pDC
lpflejfo-1,Macrophages
lpfnnohg-1,Pre-Pro B
lpgcephh-1,CD8+ T-Cell
lpgdcjem-1,Neutrophil
lpgddlch-1,GMP
lpgdemig-1,CD8+ T-Cell
lpgelabg-1,THY1+ MSC
lpgfpipn-1,Osteo-MSC
lpggfkff-1,Early Myeloid Progenitor
lpgifefk-1,Neutrophil
lpgjbdhn-1,Early Myeloid Progenitor
lpgjnkkj-1,Late Myeloid
lpgolpfg-1,HSC
lphacaid-1,Late Myeloid
lphbblbe-1,Plasma Cell
lphcgjlb-1,Plasma Cell
lphckccj-1,Pre-Pro B
lphcnphp-1,GMP
lphecphe-1,Erythroblast
lphhcikd-1,pDC
lphhfnch-1,Pre-Pro B
lphhinff-1,Pre-Pro B
lphhmpmd-1,RBC
lphhnbng-1,GMP
lphlegnj-1,Pre-Pro B
lphlmffc-1,pDC
lphlojjj-1,Plasma Cell
lphngmco-1,Pre-B
lphoafpf-1,SEC
lphpjnfp-1,Monocyte
lphpoocg-1,Plasma Cell
lpiblalg-1,pDC
lpigpkfe-1,Erythroblast
lpiihfnb-1,Adipo-MSC
lpijdaja-1,CD8+ T-Cell
lpikejji-1,THY1+ MSC
lpikgnbb-1,GMP
lpincejh-1,GMP
lpinjnlf-1,Cycling HSPC
lpioafkn-1,RBC
lpiocamj-1,GMP
lpiomjli-1,GMP
lpipjdgo-1,GMP
lpjaicgf-1,Plasma Cell
lpjcpoeo-1,MEP
lpjeojhl-1,CD8+ T-Cell
lpjfmebo-1,Early Myeloid Progenitor
lpjhgamg-1,Neutrophil
lpjhgang-1,GMP
lpjijkon-1,Pre-B
lpjijlmj-1,Pre-Pro B
lpjilmgd-1,RBC
lpjlahep-1,Early Myeloid Progenitor
lpjmbfoc-1,CD4+ T-Cell
lpjnbgcl-1,GMP
lpkdbmkd-1,RBC
lpkegkie-1,Late Myeloid
lpkfalml-1,CD4+ T-Cell
lpkfapnn-1,CD8+ T-Cell
lpkfiajh-1,CD4+ T-Cell
lpkgnfel-1,Adipo-MSC
lpkgpgnp-1,Osteo-MSC
lpkhehaf-1,THY1+ MSC
lpkhfbli-1,RBC
lpkiebkk-1,SEC
lpkjlljh-1,APOD+ MSC
lpkmdodb-1,Cycling HSPC
lpkojcoh-1,CLP
lpkpeigk-1,Late Erythroid
lpkpkgmm-1,Late Erythroid
lpkpofhf-1,CD8+ T-Cell
lplalocg-1,CD8+ T-Cell
lplbflin-1,Osteoblast
lplbfoei-1,Plasma Cell
lplbmchm-1,Late Myeloid
lplchbnk-1,THY1+ MSC
lpleghgo-1,RBC
lplejgba-1,RBC
lplfgddj-1,RBC
lplgcjol-1,RBC
lplhdahg-1,Osteo-MSC
lplhkhaf-1,Ba/Eo/Ma
lplkbnap-1,Late Myeloid
lplmaopa-1,Late Erythroid
lplmlgcb-1,RBC
lplmnidk-1,Macrophages
lplnnjhn-1,THY1+ MSC
lplpnkad-1,Late Myeloid
lpmabiom-1,RBC
lpmadacp-1,Monocyte
lpmcilgk-1,Late Erythroid
lpmgcdon-1,Plasma Cell
lpmhmaei-1,Pre-B
lpmickbo-1,Neutrophil
lpmkfojm-1,Neutrophil
lpmkmacb-1,Plasma Cell
lpmmemcn-1,RBC
lpmmimig-1,MEP
lpmmppke-1,Late Myeloid
lpmocefc-1,Late Myeloid
lpmpbjhj-1,HSC
lpmpjllk-1,Late Erythroid
lpnbcgel-1,THY1+ MSC
lpnblngg-1,Monocyte
lpndjebc-1,VSMC
lpnehmnl-1,Plasma Cell
lpngchdg-1,Monocyte
lpniehca-1,CLP
lpnjomjj-1,CLP
lpnkbihd-1,Erythroblast
lpnkneim-1,Neutrophil
lpnknjbh-1,THY1+ MSC
lpnlahhe-1,GMP
lpnokaca-1,HSC
lpnolfgc-1,Fibro-MSC
lpnpdbhe-1,RBC
lpnpiaca-1,Late Erythroid
lpobglml-1,Neutrophil
lpobimam-1,Late Erythroid
lpobllmd-1,Pro-B
lpocfaop-1,Pre-Pro B
lpoecfci-1,Pro-B
lpoedckd-1,Ba/Eo/Ma
lpoicgdk-1,Late Myeloid
lpoilkko-1,VSMC
lpokopjh-1,Megakaryocyte
lponkchn-1,Early Myeloid Progenitor
lponnlka-1,Late Erythroid
lpooepfi-1,Neutrophil
lpopgicp-1,GMP
lppafhjc-1,Late Myeloid
lppdnbfl-1,Late Myeloid
lppgffbf-1,Late Myeloid
lppiemhp-1,AEC
lppiollj-1,pDC
lppjofgp-1,Ba/Eo/Ma
lppljiap-1,THY1+ MSC
lppmbkpp-1,THY1+ MSC
lpppjoeg-1,VSMC
lpppmjne-1,Fibro-MSC
maadcaed-1,RBC
maaicpec-1,Osteoblast
maaipnei-1,Ba/Eo/Ma
maakkpkl-1,SEC
maalaabh-1,RBC
maanleho-1,Adipo-MSC
maanlkei-1,MEP
maanopjj-1,Late Myeloid
maaocblo-1,VSMC
maaodgcn-1,MEP
maaonpkp-1,Erythroblast
mabbalno-1,Plasma Cell
mabbeafg-1,Pre-B
mabcjjnf-1,RBC
mabdaacp-1,Early Myeloid Progenitor
mabfgojn-1,RBC
mabficcd-1,Erythroblast
mabgghpi-1,Pre-B
mabhbcli-1,Neutrophil
mabikbka-1,RBC
mabiojpg-1,RBC
mabjhbbp-1,Mature B
mabjiddm-1,Early Myeloid Progenitor
mabkckno-1,Mature B
mabmbeng-1,Adipo-MSC
mabmciin-1,Plasma Cell
mabmemeg-1,Osteoblast
mabmnbpl-1,Pre-B
mabnploe-1,Neutrophil
macajdhp-1,Neutrophil
macbicgi-1,VSMC
maccmfja-1,Late Myeloid
macdmihi-1,SEC
macdnmpk-1,Pre-B
macfphad-1,Pre-B
macgfbea-1,Late Myeloid
mackdcck-1,Pre-B
maclddpd-1,Pre-B
macnedbl-1,Late Myeloid
macoflid-1,Osteoblast
macokepc-1,Early Myeloid Progenitor
macpjodn-1,Pre-B
madackgm-1,CD4+ T-Cell
madaeide-1,CD4+ T-Cell
madbnbdd-1,CLP
maddadlc-1,Neutrophil
maddpfnk-1,Pre-B
mademfdd-1,Late Myeloid
madgfoae-1,Plasma Cell
madidcom-1,Plasma Cell
madifnlj-1,THY1+ MSC
madiinml-1,Osteo-MSC
madlfehp-1,HSC
madlihcf-1,GMP
madmcjki-1,GMP
madmlmka-1,CD4+ T-Cell
madoeinf-1,Late Myeloid
madpnoik-1,Macrophages
maebjone-1,CD4+ T-Cell
maecocih-1,Mature B
maedlalf-1,CD8+ T-Cell
maefjmai-1,Pre-B
maegacii-1,GMP
maehcmce-1,Monocyte
maehhomg-1,RBC
maengiea-1,CD8+ T-Cell
mafbaopl-1,Adipo-MSC
mafdhjha-1,MEP
mafdoicj-1,CLP
mafehklh-1,VSMC
maffaopi-1,RBC
mafgahfk-1,Neutrophil
mafhdlhn-1,Osteo-MSC
mafibpla-1,Osteo-MSC
mafiobbk-1,Plasma Cell
mafkieoh-1,GMP
mafkobff-1,Early Myeloid Progenitor
mafmibka-1,Early Myeloid Progenitor
mafmlode-1,Pro-B
mafofohf-1,THY1+ MSC
mafonhib-1,Neutrophil
magabbgm-1,Pre-Pro B
magaibna-1,GMP
magbeooa-1,Early Myeloid Progenitor
magbffbm-1,Plasma Cell
magbfion-1,Monocyte
magcjioi-1,Pre-B
magdlmjp-1,RBC
mageabce-1,Late Myeloid
magefald-1,THY1+ MSC
magfimnd-1,Late Myeloid
magfkfbj-1,pDC
magideak-1,Osteo-MSC
magjkehl-1,Monocyte
magjmflo-1,GMP
magmhfmf-1,Mature B
magphaci-1,Osteo-MSC
mahaofba-1,Osteoblast
mahdhphe-1,Neutrophil
mahdnmko-1,Pre-B
maheojnl-1,Plasma Cell
mahepjbj-1,pDC
mahlobmf-1,Osteoblast
mahnjpdk-1,CLP
mahoejjn-1,Plasma Cell
mahofacn-1,Pro-B
mahopiac-1,Adipo-MSC
maiabdmp-1,Monocyte
maiahbdo-1,Pre-Pro B
maiakiih-1,Pro-B
maiapigd-1,RBC
maibgndk-1,pDC
maidaioa-1,Osteoblast
maidfped-1,Ba/Eo/Ma
maieihpk-1,Pro-B
maifpjop-1,Early Myeloid Progenitor
maigcech-1,Late Myeloid
maigigak-1,Plasma Cell
maihphcb-1,VSMC
maiihppn-1,MEP
maijnail-1,GMP
mailcaoa-1,Fibro-MSC
maiogoeo-1,Neutrophil
maioiifp-1,Late Myeloid
maipgjep-1,CD4+ T-Cell
majagech-1,Adipo-MSC
majbegan-1,HSC
majbkkog-1,Pre-B
majcojhn-1,Late Myeloid
majdmdji-1,Late Erythroid
majfdlib-1,RBC
majhbdki-1,RBC
majhnjgf-1,Pro-B
majiclda-1,THY1+ MSC
majiifhp-1,HSC
majjjkfm-1,Osteo-MSC
majknnbm-1,HSC
majnmpah-1,Macrophages
majocdda-1,Mature B
majofgob-1,GMP
majokjhg-1,AEC
makbgcjo-1,Late Myeloid
makcmcnp-1,Late Myeloid
makcnndo-1,pDC
makgdnjl-1,Pre-Pro B
makgihpk-1,Pre-B
makgopnf-1,Late Myeloid
makkcabe-1,Neutrophil
makkfdkn-1,Late Myeloid
makldelm-1,Osteo-MSC
maklgflj-1,Early Myeloid Progenitor
makmmbhf-1,Late Myeloid
maknlpbl-1,HSC
makpngcb-1,THY1+ MSC
malaaebd-1,Late Myeloid
malbecke-1,Neutrophil
malcakie-1,Plasma Cell
maleapke-1,CLP
malfkmka-1,CD4+ T-Cell
malionij-1,Neutrophil
maljeoil-1,Osteoblast
maljjcja-1,Early Myeloid Progenitor
maljkoai-1,Megakaryocyte
maljmkbn-1,Megakaryocyte
malkdmoj-1,Adipo-MSC
malmbhag-1,Neutrophil
malnonlk-1,Late Myeloid
maloicpi-1,Pro-B
malojnap-1,RBC
malojpkp-1,RBC
mambenid-1,Osteo-MSC
mambhmhp-1,THY1+ MSC
mamboaem-1,THY1+ MSC
mamcgmpn-1,HSC
mamefiio-1,Ba/Eo/Ma
mamgiaeo-1,RBC
mamhhpjn-1,Pre-B
mamjbfll-1,Macrophages
mamjnhbl-1,VSMC
mamkhkkm-1,APOD+ MSC
mamlcmaf-1,Megakaryocyte
mammgmaf-1,Plasma Cell
mamoeldh-1,Late Myeloid
mamoogpb-1,CD8+ T-Cell
manbalmb-1,Pro-B
mancicnc-1,AEC
mandhinj-1,SEC
manfkaag-1,Pre-Pro B
manfmchk-1,Erythroblast
mangbdeg-1,Late Erythroid
manhllmd-1,Late Erythroid
manjbang-1,Osteo-MSC
manjehen-1,RBC
manjidlg-1,Erythroblast
mankggka-1,RBC
manoclea-1,Neutrophil
manpbbco-1,Neutrophil
manpckbg-1,Late Erythroid
maoaglom-1,Erythroblast
maobcdoj-1,Fibro-MSC
maohkonc-1,Late Erythroid
maoidpod-1,Pre-B
maojedkk-1,pDC
maojjljd-1,Pre-B
maojkiei-1,Neutrophil
maokphka-1,Neutrophil
maolmgba-1,Mature B
maoodjji-1,RBC
maoppmcl-1,Neutrophil
mapaaiej-1,RBC
mapamnpc-1,THY1+ MSC
mapbgopn-1,GMP
mapbhhdp-1,RBC
mapbjjnc-1,Late Erythroid
mapbloga-1,CD8+ T-Cell
mapcgbem-1,RBC
mapedfif-1,Mature B
mapemibd-1,Erythroblast
mapfgfph-1,RBC
mapgbden-1,RBC
mapgggpp-1,RBC
maphfoab-1,Monocyte
mapigfap-1,AEC
mapklhkj-1,RBC
maplplkm-1,AEC
mapncnfm-1,RBC
mapnmndi-1,RBC
mapoianc-1,Neutrophil
mappbphc-1,Late Myeloid
mappjggj-1,THY1+ MSC
mbacigep-1,Late Myeloid
mbaeiidj-1,Late Erythroid
mbaghlbg-1,Late Erythroid
mbahbpjn-1,Adipo-MSC
mbajioap-1,Late Erythroid
mbakdole-1,Megakaryocyte
mbaleibe-1,Plasma Cell
mbanikjo-1,Late Myeloid
mbanmkjj-1,Pre-B
mbannjlg-1,Late Erythroid
mbaoekfi-1,Late Myeloid
mbaojenm-1,Plasma Cell
mbapgifh-1,RBC
mbbaopam-1,Mature B
mbbbnjgp-1,Pre-Pro B
mbbchebf-1,Erythroblast
mbbdkdgl-1,Late Erythroid
mbbdmima-1,Late Erythroid
mbbdphjj-1,Osteoblast
mbbgidok-1,Monocyte
mbbhcgnc-1,Plasma Cell
mbbhfklb-1,Late Myeloid
mbbjcmol-1,AEC
mbblaegd-1,Late Myeloid
mbbmbpna-1,CD4+ T-Cell
mbbmhkin-1,Adipo-MSC
mbbmleng-1,Plasma Cell
mbbocbbp-1,THY1+ MSC
mbbojlci-1,Monocyte
mbcaddfi-1,RBC
mbccdmem-1,Plasma Cell
mbcddhdd-1,THY1+ MSC
mbcdjggk-1,Plasma Cell
mbcegaam-1,Late Erythroid
mbcfbgga-1,RBC
mbchdjih-1,CD4+ T-Cell
mbcibajl-1,Late Erythroid
